org/mockito/internal/stubbing/answers/AnswersValidator	validate	answer	16	0.308839	oracle
org/mockito/internal/creation/jmock/ClassImposterizer	createProxyClass	interfaces	79	0.272326	 
org/mockito/internal/stubbing/OngoingStubbingImpl	thenAnswer	this	24	0.254554	 
org/mockito/internal/stubbing/OngoingStubbingImpl	thenAnswer	answer	25	0.254554	 
org/mockito/internal/verification/RegisteredInvocations	removeLast	this	27	0.247388	 
org/mockito/internal/stubbing/MockitoStubber	addAnswer	answer	37	0.241753	 
org/mockito/internal/MockitoCore	when	this	54	0.234827	 
org/mockito/Mockito	when	this	1002	0.234827	 
org/mockito/Mockito	when	methodCall	1002	0.234827	 
org/mockito/internal/MockitoCore	stub	this	39	0.232093	 
org/mockito/internal/MockitoCore	stub	stubbing	39	0.232093	 
org/mockito/internal/util/MockName	<init>	classToMock	18	0.215455	 
org/mockito/internal/progress/MockingProgressImpl	pullOngoingStubbing	this	32	0.21093	 
org/mockito/internal/progress/MockingProgressImpl	pullOngoingStubbing	temp	32	0.21093	 
org/mockito/internal/creation/jmock/ClassImposterizer	createProxyClass	enhancer	68	0.209009	 
org/mockito/internal/progress/ThreadSafeMockingProgress	stubbingCompleted	invocation	50	0.200801	 
org/mockito/internal/debugging/DebuggingInfo	addStubbedInvocation	this	23	0.194056	 
org/mockito/internal/progress/MockingProgressImpl	stubbingCompleted	this	86	0.193392	 
org/mockito/internal/stubbing/MockitoStubber	addAnswer	this	45	0.193392	 
org/mockito/internal/stubbing/MockitoStubber	addAnswer	answersValidator	47	0.193392	 
org/mockito/internal/stubbing/MockitoStubber	addAnswer	answer	48	0.193392	 
org/mockito/internal/progress/MockingProgressImpl	stubbingCompleted	invocation	86	0.191944	 
org/mockito/internal/stubbing/MockitoStubber	addAnswer	invocation	45	0.191944	 
org/mockito/internal/stubbing/MockitoStubber	addAnswer	isConsecutive	50	0.191723	 
org/mockito/Mockito	mock	classToMock	731	0.184348	 
org/mockito/Mockito	mock	this	731	0.184348	 
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues	answer	returnType	68	0.182567	 
org/mockito/internal/progress/MockingProgressImpl	stubbingStarted	this	62	0.179034	 
org/mockito/internal/util/MockName	toInstanceName	clazz	26	0.160789	 
org/mockito/internal/util/MockName	toInstanceName	className	26	0.160789	 
org/mockito/internal/creation/jmock/ClassImposterizer	canImposterise	type	44	0.131913	 
org/mockito/internal/creation/MethodInterceptorFilter	createMockitoMethodProxy	methodProxy	61	0.128093	 
org/mockito/internal/exceptions/base/StackTraceFilter	isBad	e	15	0.126493	 
org/mockito/internal/exceptions/base/StackTraceFilter	isBad	isInternalRunner	18	0.126486	 
org/mockito/internal/exceptions/base/StackTraceFilter	isBad	isRunner	17	0.126484	 
org/mockito/internal/exceptions/base/StackTraceFilter	isBad	fromOrgMockito	16	0.126456	 
org/mockito/internal/exceptions/base/StackTraceFilter	isBad	fromMockObject	15	0.126347	 
org/mockito/internal/creation/MockSettingsImpl	getExtraInterfaces	this	46	0.114516	 
org/mockito/internal/creation/MockSettingsImpl	getSpiedInstance	this	50	0.114427	 
org/mockito/internal/util/MockName	<init>	mockName	17	0.114334	 
org/mockito/internal/creation/MockSettingsImpl	getMockName	this	42	0.114058	 
org/mockito/internal/creation/jmock/ClassImposterizer	prepend	rest	117	0.100305	 
org/mockito/internal/creation/jmock/ClassImposterizer	prepend	all	117	0.100305	 
org/mockito/internal/creation/jmock/ClassImposterizer	prepend	first	118	0.100305	 
org/mockito/internal/MockHandler	<init>	mockSettings	43	0.092539	 
org/mockito/internal/invocation/Invocation	<init>	mockitoMethod	45	0.090398	 
org/mockito/internal/invocation/Invocation	<init>	mock	46	0.090398	 
org/mockito/internal/invocation/Invocation	<init>	realMethod	47	0.090398	 
org/mockito/internal/invocation/Invocation	<init>	args	48	0.090398	 
